cleaned_complaint;category;category_label
sir solar street lights installed hazaribagh stopped working within months waiting response;Energy & Sustainability;3
proper sewage system giridih waste water collects road every day needs fixed immediately;Water Quality & Sanitation;8
travel giridih daily proper road signs nagla basti bypass accidents keep happening met several accidents;Infrastructure & Roads;4
respected authority clean drinking water supply netarhat past 39 days hope quick action side;Water Quality & Sanitation;8
sir public toilet near jamtara water connection cannot used requesting resolve soon;Water Quality & Sanitation;8
hello plastic waste burnt openly near khunti every evening kindly clear waste becomes health hazard;Waste Management;7
school tamar school enough teachers science maths subjects please look matter urgently;Education;2
respected authority vehicles passing chatra road release thick black smoke pollution check ever happens please ask factory install proper pollution control equipment;Air & Environmental Pollution;1
sir farmer sahibganj tube well provided government chatra stopped working months please help us soon possible;Agriculture & Rural Development;0
sir ji crop insurance claim last season still paid farmers shivpuri please look matter urgently;Agriculture & Rural Development;0
respected authority voltage fluctuation karra damaged several household appliances recently needs fixed immediately;Energy & Sustainability;3
class 31 student chaibasa government school building pathalgaon leaking roof classes get disturbed rain kindly take necessary action;Education;2
sir stone crushing unit near shivpuri covers entire area dust every afternoon waiting response;Air & Environmental Pollution;1
dustbin provided market area pathalgaon people throw garbage road kindly take necessary action;Waste Management;7
sir farmer lakhanpur crop insurance claim last season still paid farmers kishanpur waiting response;Agriculture & Rural Development;0
student studying madhopur school library students access reference books affecting studies lot please help;Education;2
sir ji public toilet near sahibganj water connection cannot used please send someone test water quality soon;Water Quality & Sanitation;8
student studying karra government school building pakur leaking roof classes get disturbed rain;Education;2
dear officer strong chemical smell coming industrial area near bokaro every night waiting response;Air & Environmental Pollution;1
writing behalf residents pakur mosquito breeding near stagnant water bokaro causing malaria cases rise;Public Health;5
sir ji open drains near gumla overflowing spreading foul smell street kindly take necessary action;Water Quality & Sanitation;8
woman living koderma several incidents chain snatching near dumka market recently please look matter urgently;Safety & Public Welfare;6
respected sir madam water supplied tanker dhanbad treated looks dirty please help us soon possible;Water Quality & Sanitation;8
may concern dust nearby construction site covering houses difficult keep windows open please help us soon possible;Air & Environmental Pollution;1
every evening deoghar vehicles passing sultanpur road release thick black smoke pollution check ever happens kindly send someone check soon possible;Air & Environmental Pollution;1
respected sir madam cannot sit outside evening smoke nearby factory chimney please help us soon possible;Air & Environmental Pollution;1
writing behalf residents dumka mosquito breeding near stagnant water devgarh causing malaria cases rise kindly arrange medicines health camp area;Public Health;5
residents karra want inform power supply sahibganj keeps going every time rains hope quick action side;Energy & Sustainability;3
